,word,frequency
1443,обворожительная,3
1444,женщина,26
1445,"петербурге,8",1
1446,тетушкой?9подводила,1
1447,маленькой,42
1448,старушке,1
1449,высоких,4
1450,"бантах,",1
1451,выплывшей,1
1452,"комнаты,",32
1453,скоро,103
1454,стали,127
1455,приезжать,4
1456,"гости,",11
1457,называла,18
1458,"имени,",8
1459,медленно,31
1460,переводя,9
1461,гостя,3
1462,"tante,1",1
1463,отходила.все,1
1464,гости,27
1465,совершали,2
1466,обряд,2
1467,приветствования,1
1468,никому,63
1469,"неизвестной,",1
1470,неинтересной,1
1471,ненужной,1
1472,тетушки.,1
1473,торжественным,10
1474,участием,7
1475,следила,9
1476,"приветствиями,",1
1477,молчаливо,4
1478,одобряя,8
1479,их.,58
1480,tante,3
1481,каждому,14
1482,одних,19
1483,выражениях,5
1484,своем,169
1485,здоровье,38
1486,"величества,",3
1487,"было,",275
1488,слава,40
1489,"богу,",36
1490,лучше.,20
1491,"подходившие,",1
1492,"поспешности,",4
1493,чувством,33
1494,облегчения,2
1495,исполненной,1
1496,тяжелой,4
1497,обязанности,10
1498,отходили,3
1499,"старушки,",1
1500,чтоб,374
1501,разу,32
1502,подойти,9
1503,ней.молодая,1
1504,болконская,3
1505,работой,6
1506,золотом,5
1507,бархатном,3
1508,мешке.,1
1509,"хорошенькая,",3
1510,чуть,76
1511,черневшимися,1
1512,усиками,9
1513,верхняя,8
1514,губка,7
1515,коротка,1
1516,"зубам,",1
1517,тем,452
1518,милее,2
1519,открывалась,2
1520,вытягивалась,1
1521,опускалась,3
1522,нижнюю.,1
1523,бывает,73
1524,вполне-привлекательных,1
1525,"женщин,",26
1526,недостаток,9
1527,короткость,1
1528,губы,23
1529,полуоткрытый,1
1530,рот,25
1531,казались,38
1532,"особенною,",4
1533,собственно,9
1534,красотой.,3
1535,всем,243
1536,весело,95
1537,смотреть,51
1538,"эту,",3
1539,полную,13
1540,здоровья,3
1541,"живости,",1
1542,хорошенькую,6
1543,будущую,8
1544,"мать,",34
1545,легко,61
1546,переносившую,1
1547,положение.,9
1548,старикам,1
1549,"скучающим,",1
1550,мрачным,10
1551,молодым,23
1552,"казалось,",221
1553,сами,78
1554,делаются,8
1555,похожи,4
1556,"нее,",67
1557,побыв,1
1558,поговорив,6
1559,времени,151
1560,ней.,67
1561,видел,192
1562,каждом,38
1563,светлую,4
1564,улыбочку,1
1565,блестящие,15
1566,белые,23
1567,"зубы,",10
1568,виднелись,36
1569,"беспрестанно,",3
1570,тот,246
1571,"думал,",41
1572,любезен.,1
1573,думал,268
1574,каждый.маленькая,1
1575,"княгиня,",35
1576,"переваливаясь,",3
1577,маленькими,12
1578,быстрыми,35
1579,шажками,2
1580,обошла,2
1581,стол,30
1582,рабочею,1
1583,сумочкой,1
1584,руке,39
1585,оправляя,5
1586,"платье,",37
1587,села,36
1588,"диван,",9
1589,серебряного,1
1590,"самовара,",2
1591,"делала,",7
1592,partie,2
1593,plaisir2,1
1594,окружавших.—,1
1595,j’ai,41
1596,apporté,1
1597,"ouvrage,3",1
1598,развертывая,5
1599,свой,174
1600,ридикюль,3
1601,обращаясь,116
1602,ко,113
1603,вместе.—,2
1604,"смотрите,",13
1605,"annette,",5
1606,jouez,1
1607,mauvais,5
1608,"tour,",1
1609,"тетушку,2",1
1610,увеселением3,1
1611,захватила,4
1612,"работу,10обратилась",1
1613,хозяйке.,1
1614,m’avez,2
1615,"écrit,",1
1616,c’était,7
1617,toute,8
1618,soirée;,1
1619,"voyez,",3
1620,attifée.1и,1
1621,развела,1
1622,"руками,",48
1623,показать,22
1624,"свое,",8
1625,"кружевах,",1
1626,серенькое,2
1627,изящное,1
1628,немного,32
1629,ниже,11
1630,грудей,1
1631,опоясанное,1
1632,широкою,3
1633,лентой.—,1
1634,soyez,6
1635,"tranquille,",2
1636,"lise,",5
1637,serez,2
1638,toujours,13
1639,"jolie,2",1
1640,отвечала,63
1641,павловна.—,6
1642,"savez,",9
1643,mari,1
1644,"m’abandonne,",1
1645,"генералу,",14
1646,va,12
1647,se,55
1648,faire,39
1649,tuer.,1
1650,pourquoi,6
1651,vilaine,3
1652,"guerre,3",2
1653,василию,4
1654,дожидаясь,19
1655,"ответа,",16
1656,обратилась,47
1657,дочери,27
1658,красивой,10
1659,элен.—,2
1660,délicieuse,2
1661,"personne,",1
1662,princesse!4,1
1663,тихо,66
1664,павловне.вскоре,1
1665,княгини,14
1666,вошел,135
1667,"массивный,",2
1668,толстый,24
1669,молодой,112
1670,человек,273
1671,стриженою,1
1672,"головой,",39
1673,"очках,",5
1674,светлых,2
1675,панталонах,6
1676,тогдашней,3
1677,"моде,",3
1678,высоким,8
1679,жабо,2
1680,коричневом,1
1681,фраке.,1
1682,незаконный,5
1683,знаменитого,7
1684,екатерининского,3
1685,"вельможи,",2
1686,графа,109
1687,"безухова,",16
1688,умиравшего,1
1689,москве.,23
1690,нигде,14
1691,служил,23
1692,"границы,",6
1693,где,408
1694,"воспитывался,",1
1695,раз,395
1696,обществе.,9
1697,приветствовала,1
1698,"поклоном,",3
1699,относящимся,1
1700,самой,73
1701,низшей,1
1702,иерархии,1
1703,салоне.,1
1704,"но,",117
1705,низшее,1
1706,своему,144
1707,сорту,1
1708,"приветствие,",2
1709,вошедшего,2
1710,"пьера,",144
1711,изобразилось,1
1712,беспокойство,14
1713,"страх,",16
1714,подобный,3
1715,"тому,",147
1716,выражается,11
1717,чего-нибудь,14
1718,огромного,20
1719,несвойственного,1
1720,месту.,3
1721,"хотя,",5
1722,"действительно,",25
1723,пьер,749
1724,других,121
1725,мужчин,14
1726,"комнате,",45
1727,страх,42
1728,мог,442
1729,относиться,4
1730,тому,179
1731,умному,2
1732,"робкому,",1
1733,наблюдательному,1
1734,естественному,1
1735,"взгляду,",2
1736,отличавшему,1
1737,гостиной.—,3
1738,bien,34
1739,aimable,3
1740,"vous,",18
1741,"pierre,",9
1742,venu,4
1743,"malade,5",1
1744,ему,1524
1745,испуганно,48
1746,сыграйте,2
1747,злой,11
1748,шутки;,3
1749,"писали,",3
1750,совсем,182
1751,маленький,36
1752,"видите,",20
1753,укутана.2,1
1754,будьте,11
1755,"покойны,",4
1756,"лиза,",6
1757,всё-таки,107
1758,будете,19
1759,лучше,103
1760,"всех,3",1
1761,муж,28
1762,покидает,2
1763,идет,45
1764,смерть.,8
1765,эта,225
1766,гадкая,1
1767,"война,4",1
1768,"особа,",3
1769,княгиня!5,1
1770,мило,5
1771,вашей,22
1772,"стороны,",31
1773,мосье,11
1774,"пьер,",280
1775,приехали,27
1776,навестить,2
1777,бедную,7
1778,"больную,11переглядываясь",1
1779,"тетушкой,",1
1780,которой,344
1781,подводила,2
1782,его.,255
1783,пробурлил,2
1784,непонятное,7
1785,продолжал,161
1786,отыскивать,21
1787,глазами.,18
1788,"радостно,",9
1789,"улыбнулся,",20
1790,кланяясь,8
1791,"княгине,",3
1792,близкой,2
1793,"знакомой,",4
1794,тетушке.,1
1795,"напрасен,",1
1796,дослушав,8
1797,речи,30
1798,тетушки,1
1799,отошел,26
1800,нее.,54
1801,остановила,7
1802,словами:—,3
1803,аббата,5
1804,морио?,1
1805,интересный,4
1806,человек...,3
1807,она.,83
1808,"да,",409
1809,слышал,65
1810,план,53
1811,вечного,4
1812,"мира,",29
1813,"интересно,",9
1814,едва,59
1815,ли,413
1816,возможно...—,1
1817,думаете?..,1
1818,сказать,161
1819,что́-нибудь,1
1820,вновь,40
1821,обратиться,11
1822,занятиям,2
1823,хозяйки,6
1824,"дома,",68
1825,обратную,1
1826,неучтивость.,1
1827,слов,56
1828,"собеседницы,",2
1829,ушел;,2
1830,остановил,33
1831,разговором,12
1832,"собеседницу,",2
1833,нужно,185
1834,него,559
1835,уйти.,4
1836,нагнув,3
1837,голову,139
1838,расставив,8
1839,большие,38
1840,"ноги,",28
1841,стал,302
1842,доказывать,7
1843,почему,72
1844,"полагал,",10
1845,химера.—,1
1846,"поговорим,",6
1847,"улыбаясь.и,",1
1848,отделавшись,1
1849,молодого,67
1850,умеющего,2
1851,"жить,",12
1852,возвратилась,6
1853,дома,77
1854,прислушиваться,5
1855,"приглядываться,",1
1856,готовая,4
1857,подать,23
1858,помощь,17
1859,"пункт,",5
1860,ослабевал,1
1861,разговор.,16
1862,хозяин,11
1863,прядильной,1
1864,"мастерской,",1
1865,посадив,4
1866,работников,1
1867,"местам,",6
1868,прохаживается,1
1869,"заведению,",2
1870,замечая,20
1871,неподвижность,2
1872,"непривычный,",1
1873,"скрипящий,",1
1874,громкий,6
1875,звук,39
1876,"веретена,",1
1877,торопливо,37
1878,"идет,",12
1879,сдерживает,2
1880,пускает,3
1881,надлежащий,1
1882,"ход,",3
1883,прохаживаясь,3
1884,"гостиной,",24
1885,подходила,6
1886,замолкнувшему,1
1887,говорившему,2
1888,кружку,3
1889,словом,16
1890,перемещением,1
1891,заводила,2
1892,"равномерную,",1
1893,приличную,1
1894,разговорную,2
1895,машину.,2
1896,среди,27
1897,этих,337
1898,забот,2
1899,виден,9
1900,особенный,10
1901,пьера.,67
1902,заботливо,1
1903,поглядывала,2
1904,послушать,5
1905,говорилось,12
1906,"мортемара,",1
1907,другому,15
1908,"кружку,",5
1909,аббат.,3
1910,воспитанного,1
1911,"границей,",7
1912,"первый,",8
1913,россии.,24
1914,"знал,",158
1915,тут,176
1916,собрана,1
1917,интеллигенция,1
1918,ребенка,7
1919,игрушечной,1
1920,"лавке,",4
1921,разбегались,2
1922,глаза.,42
1923,боялся,34
1924,пропустить,11
1925,умные,7
1926,"разговоры,",9
1927,12услыхать.,1
1928,уверенные,1
1929,изящные,1
1930,выражения,31
1931,"лиц,",39
1932,собранных,4
1933,"здесь,",57
1934,ждал,26
1935,умного.,1
1936,"наконец,",53
1937,морио.,1
1938,разговор,111
1939,показался,31
1940,"интересен,",3
1941,"остановился,",34
1942,ожидая,74
1943,случая,15
1944,высказать,17
1945,"мысли,",42
1946,любят,14
1947,молодые,27
1948,люди.iii.вечер,1
1949,пущен.,1
1950,веретена,1
1951,разных,72
1952,сторон,94
1953,равномерно,13
1954,умолкая,3
1955,шумели.,1
1956,кроме,225
1957,"tante,",8
1958,сидела,84
1959,пожилая,4
1960,дама,12
1961,"исплаканным,",2
1962,худым,2
1963,"лицом,",47
1964,чужая,3
1965,блестящем,4
1966,"обществе,",8
1967,общество,24
1968,разбилось,1
1969,три,150
1970,кружка.,1
1971,"одном,",5
1972,"мужском,",3
1973,центром,7
1974,аббат;,1
1975,"другом,",19
1976,"молодом,",1
1977,красавица-княжна,1
1978,"румяная,",4
1979,полная,14
1980,"молодости,",8
1981,третьем,11
